,player_name,team_name,against,date,gw,tenGameAverage,points,rebounds,assists,blocks,steals,turnovers,fieldGoalAttempts,freeThrowAttempts,made3PointFGs,doubleDoubles,tripleDoubles,score
12733,aaron-wiggins-19990102,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,14,0,2.4,0.0,0,0,-2,0,0,0,0,0,0.3999999999999999
12902,goga-bitadze-19990720,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12566,bennedict-mathurin-20020619,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,23,23,3.5999999999999996,1.5,0,3,-4,0,0,1,0,0,28.1
12736,t-j-mcconnell-19920325,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,15,7,0.0,6.0,0,0,-2,0,0,1,0,0,12.0
12752,jalen-smith-20000316,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,19,5,1.2,1.5,3,0,-2,0,0,0,0,0,8.7
12741,isaac-okoro-20010126,Cleveland Cavaliers,Indiana Pacers,2022-12-30T00:00:00Z,20,13,10,3.5999999999999996,3.0,0,0,0,0,0,0,0,0,16.6
12889,terry-taylor-19990923,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12315,myles-turner-19960324,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,31,14,14.399999999999999,4.5,18,0,0,0,0,2,1,0,53.9
12581,tre-mann-20010203,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,13,17,3.5999999999999996,3.0,0,0,0,0,0,1,0,0,24.6
12383,mason-plumlee-19900305,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,30,14,10.799999999999999,3.0,3,3,-4,0,0,0,0,0,29.799999999999997
12505,luguentz-dort-19990419,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,23,22,1.2,3.0,0,6,-4,0,0,5,0,0,33.2
12820,jt-thor-20020826,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,3,0,0.0,0.0,6,0,-2,0,0,0,0,0,4.0
12835,chris-duarte-19970613,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,15,0,2.4,0.0,0,0,0,0,0,0,0,0,2.4
12651,oshae-brissett-19980620,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,15,7,4.8,3.0,0,3,0,0,0,1,0,0,18.8
13063,eugene-omoruyi-19970214,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,14,0,0.0,0.0,0,0,-2,0,0,0,0,0,-2.0
12470,josh-giddey-20021010,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,34,21,12.0,4.5,0,3,-6,0,0,0,1,0,35.5
13042,kai-jones-20010119,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12826,theo-maledon-20010612,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,14,0,1.2,6.0,0,0,-2,0,0,0,0,0,5.2
12480,evan-mobley-20010618,Cleveland Cavaliers,Indiana Pacers,2022-12-30T00:00:00Z,20,31,13,8.4,10.5,3,6,-6,0,0,0,0,0,34.9
12823,isaiah-jackson-20020110,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12665,andrew-nembhard-20000116,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,24,3,3.5999999999999996,6.0,0,0,-2,0,0,1,0,0,11.6
12310,tyrese-haliburton-20000229,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,42,29,2.4,13.5,0,6,-2,0,0,6,0,0,54.9
12632,kevin-love-19880907,Cleveland Cavaliers,Indiana Pacers,2022-12-30T00:00:00Z,20,15,12,7.199999999999999,1.5,0,3,-2,0,0,2,0,0,23.7
12353,mark-williams-20011216,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,6,17,15.6,3.0,6,6,-2,0,0,0,1,0,46.6
12554,aaron-nesmith-19991016,Indiana Pacers,Cleveland Cavaliers,2022-12-30T00:00:00Z,20,22,22,2.4,1.5,3,0,-2,0,0,2,0,0,28.9
12675,kelly-oubre-jr-19951209,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,38,6,1.2,0.0,3,0,-2,0,0,0,0,0,8.2
12618,terry-rozier-19940317,Charlotte Hornets,Oklahoma City Thunder,2022-12-30T00:00:00Z,20,34,10,4.8,10.5,0,0,-6,0,0,0,0,0,19.3
12850,darius-bazley-20000612,Oklahoma City Thunder,Charlotte Hornets,2022-12-30T00:00:00Z,20,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12279,darius-garland-20000126,Cleveland Cavaliers,Indiana Pacers,2022-12-30T00:00:00Z,20,34,18,1.2,12.0,0,0,-2,0,0,2,0,0,31.2
12327,deaaron-fox-19971220,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,33,31,2.4,19.5,0,3,-8,0,0,2,1,0,50.9
12464,donte-divincenzo-19970131,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,25,19,4.8,3.0,0,6,-2,0,0,5,0,0,35.8
12829,ish-smith-19880705,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,9,4,1.2,7.5,0,0,-2,0,0,0,0,0,10.7
12500,draymond-green-19900304,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,21,6,10.799999999999999,7.5,9,0,-2,0,0,2,0,0,33.3
12747,kz-okpala-19990428,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,7,3,2.4,1.5,9,3,-4,0,0,1,0,0,15.899999999999999
13055,udoka-azubuike-19990917,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12991,jack-white-19970805,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12472,jordan-clarkson-19920607,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,29,22,3.5999999999999996,3.0,0,0,-6,0,0,3,0,0,25.6
12543,jarred-vanderbilt-19990403,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,26,10,10.799999999999999,3.0,3,3,0,0,0,0,0,0,29.799999999999997
12541,jonathan-kuminga-20021006,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,18,9,6.0,4.5,0,3,-4,0,0,0,0,0,18.5
13048,terence-davis-19970516,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12498,ty-jerome-19970708,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,12,17,8.4,3.0,0,3,0,0,0,2,0,0,33.4
12839,james-wiseman-20010331,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,12,4,4.8,0.0,0,0,0,0,0,0,0,0,8.8
12809,davon-reed-19950611,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,7,3,1.2,4.5,0,3,0,0,0,0,0,0,11.7
12994,chimezie-metu-19970322,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12539,kevin-huerter-19980827,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,25,6,2.4,1.5,0,3,0,0,0,2,0,0,14.9
12813,deandre-jordan-19880721,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,11,1,8.4,0.0,3,0,-4,0,0,0,0,0,8.4
12537,jordan-poole-19990619,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,32,26,3.5999999999999996,1.5,0,0,-12,0,0,2,0,0,21.1
12767,christian-braun-20010417,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,7,9,0.0,0.0,3,0,-2,0,0,1,0,0,11.0
13036,ryan-rollins-20020703,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12848,moses-moody-20020531,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,12,4,0.0,1.5,0,3,0,0,0,1,0,0,9.5
12318,nikola-jokic-19950219,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,60,40,8.4,9.0,3,3,-10,0,0,0,0,0,53.4
12307,domantas-sabonis-19960503,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,51,31,12.0,7.5,3,3,-4,0,0,2,1,0,55.5
12376,bones-hyland-20000914,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,19,20,6.0,16.5,0,0,-2,0,0,3,1,0,44.5
13058,leandro-bolmaro-20000911,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
13060,ochai-agbaji-20000420,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12601,kevon-looney-19960206,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,25,6,14.399999999999999,7.5,0,0,-2,0,0,0,0,0,25.9
13021,simone-fontecchio-19951209,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
13015,matthew-dellavedova-19900908,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12934,alex-len-19930616,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12702,richaun-holmes-19931015,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,4,0,1.2,0.0,6,3,0,0,0,0,0,0,10.2
12634,walker-kessler-20010726,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,28,6,7.199999999999999,1.5,9,0,0,0,0,0,0,0,23.7
12596,keegan-murray-20000819,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,27,5,2.4,1.5,0,0,0,0,0,1,0,0,9.9
12661,nickeil-alexander-walker-19980902,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,20,6,2.4,4.5,0,0,-2,0,0,1,0,0,11.9
12616,kentavious-caldwell-pope-19930218,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,20,7,3.5999999999999996,4.5,0,9,0,0,0,1,0,0,25.1
12688,malik-beasley-19961126,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,26,7,3.5999999999999996,1.5,0,0,0,0,0,1,0,0,13.1
12388,mike-conley-19871011,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,22,5,2.4,15.0,0,3,-6,0,0,1,0,0,20.4
12714,patrick-baldwin-jr-20021118,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,8,11,3.5999999999999996,0.0,0,3,-2,0,0,3,0,0,18.6
12585,collin-sexton-19990104,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,24,11,2.4,6.0,0,0,-2,0,0,1,0,0,18.4
12979,talen-horton-tucker-20001125,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12397,malik-monk-19980204,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,20,33,2.4,4.5,0,3,-4,0,0,4,0,0,42.9
12347,michael-porter-jr-19980629,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,27,19,8.4,1.5,9,0,-8,0,0,4,0,0,33.9
12910,rudy-gay-19860817,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,11,2,1.2,0.0,0,0,0,0,0,0,0,0,3.2
12641,davion-mitchell-19980905,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,16,5,2.4,3.0,0,3,-2,0,0,1,0,0,12.4
12569,harrison-barnes-19920530,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,26,8,2.4,3.0,0,3,-2,0,0,0,0,0,14.399999999999999
12731,vlatko-cancar-19970410,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,7,9,0.0,3.0,3,0,-2,0,0,3,0,0,16.0
12682,anthony-lamb-19980120,Golden State Warriors,Utah Jazz,2022-12-29T03:00:00Z,20,12,10,4.8,4.5,0,0,0,0,0,1,0,0,20.3
12649,zeke-nnaji-20010109,Denver Nuggets,Sacramento Kings,2022-12-29T03:00:00Z,20,7,14,3.5999999999999996,0.0,3,3,-2,0,0,0,0,0,21.6
12648,kelly-olynyk-19910419,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,26,9,7.199999999999999,3.0,6,0,-4,0,0,1,0,0,22.2
12559,trey-lyles-19951105,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,9,5,10.799999999999999,6.0,0,6,0,0,0,1,0,0,28.799999999999997
12981,neemias-queta-19990713,Sacramento Kings,Denver Nuggets,2022-12-29T03:00:00Z,20,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12298,lauri-markkanen-19970522,Utah Jazz,Golden State Warriors,2022-12-29T03:00:00Z,20,41,29,19.2,1.5,0,3,-4,0,0,7,1,0,56.7
13013,malcolm-hill-19951026,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12557,andre-drummond-19930810,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,12,7,14.399999999999999,1.5,6,6,-6,0,0,0,0,0,28.9
12490,patrick-williams-20010826,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,20,8,4.8,3.0,3,3,0,0,0,0,0,0,21.8
12628,austin-rivers-19920801,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,18,5,2.4,3.0,0,0,0,0,0,1,0,0,11.4
12496,coby-white-20000216,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12640,grayson-allen-19951008,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,19,13,3.5999999999999996,3.0,0,3,-2,0,0,3,0,0,23.6
12656,jose-alvarado-19980412,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,22,5,3.5999999999999996,0.0,0,3,-2,0,0,0,0,0,9.6
12654,jaylen-nowell-19990709,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,20,14,2.4,3.0,0,0,0,0,0,2,0,0,21.4
12638,devonte-graham-19950222,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,9,0,4.8,1.5,3,0,0,0,0,0,0,0,9.3
13004,sandro-mamukelashvili-19990523,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
13001,tony-bradley-19980108,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12706,ayo-dosunmu-20000117,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,14,6,7.199999999999999,3.0,3,0,0,0,0,0,0,0,19.2
13030,wendell-moore-jr-20010918,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12832,joe-ingles-19871002,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,14,5,3.5999999999999996,4.5,0,0,-4,0,0,1,0,0,10.1
12761,larry-nance-jr-19930101,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,23,0,2.4,1.5,0,3,0,0,0,0,0,0,6.9
12274,giannis-antetokounmpo-19941206,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,52,45,26.4,10.5,0,3,-10,0,0,0,1,0,75.9
12766,george-hill-19860504,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,11,8,1.2,1.5,0,6,-2,0,0,0,0,0,14.7
12535,rudy-gobert-19920626,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,33,10,9.6,3.0,12,0,-4,0,0,0,0,0,30.6
13011,josh-minott-20021125,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12782,dyson-daniels-20030317,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,12,3,4.8,3.0,3,3,-4,0,0,1,0,0,13.8
13025,dereon-seabron-20000526,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12704,willy-hernangomez-19940527,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12785,kira-lewis-jr-20010406,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12322,zion-williamson-20000706,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,47,43,3.5999999999999996,7.5,3,3,-8,0,0,1,0,0,53.1
12695,wesley-matthews-19861014,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,5,3,7.199999999999999,1.5,6,3,-2,0,0,1,0,0,19.7
12791,goran-dragic-19860506,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,12,12,2.4,1.5,0,0,-6,0,0,2,0,0,11.9
12793,matt-ryan-19970417,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12276,demar-derozan-19890807,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,39,42,12.0,7.5,6,6,-2,0,0,0,1,0,72.5
12476,zach-lavine-19950310,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,35,24,2.4,6.0,0,0,-2,0,0,4,0,0,34.4
13000,thanasis-antetokounmpo-19920718,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12442,naji-marshall-19980124,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,22,12,8.4,1.5,0,0,0,0,0,0,0,0,21.9
12953,dalen-terry-20020712,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
13057,serge-ibaka-19890918,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12393,jonas-valanciunas-19920506,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,29,12,13.2,3.0,3,0,-2,0,0,0,1,0,30.2
12437,bobby-portis-19950210,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,27,20,13.2,1.5,0,0,0,0,0,3,1,0,38.7
12378,nikola-vucevic-19901024,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,39,15,16.8,7.5,9,0,-8,0,0,3,1,0,44.3
12874,pat-connaughton-19930106,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,16,0,8.4,3.0,0,0,-4,0,0,0,0,0,7.4
12438,dangelo-russell-19960223,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,35,27,3.5999999999999996,6.0,0,6,-6,0,0,2,0,0,38.6
12866,jevon-carter-19950914,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,17,5,1.2,0.0,0,3,-2,0,0,1,0,0,8.2
12939,bryn-forbes-19930723,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,5,2,1.2,1.5,0,0,-2,0,0,0,0,0,2.7
12374,anthony-edwards-20010805,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,46,27,7.199999999999999,3.0,3,6,-8,0,0,2,0,0,40.2
12449,jaxson-hayes-20000523,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,5,3,3.5999999999999996,0.0,0,0,-2,0,0,1,0,0,5.6
12941,nathan-knight-19970920,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,6,1,0.0,1.5,0,0,0,0,0,0,0,0,2.5
12460,naz-reid-19990826,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,28,13,7.199999999999999,1.5,6,0,-2,0,0,2,0,0,27.7
12859,garrett-temple-19860508,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12402,jaden-mcdaniels-20000929,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,20,19,8.4,4.5,3,6,0,0,0,1,0,0,41.9
12955,marjon-beauchamp-20011012,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,9,0,1.2,0.0,0,0,0,0,0,0,0,0,1.2
12474,cj-mccollum-19910919,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,36,20,3.5999999999999996,9.0,0,6,-8,0,0,3,0,0,33.6
12469,trey-murphy-iii-20000618,New Orleans Pelicans,Minnesota Timberwolves,2022-12-29T01:00:00Z,20,24,21,3.5999999999999996,6.0,0,0,0,0,0,5,0,0,35.6
12969,a-j-green-19990927,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12964,luka-garza-19981227,Minnesota Timberwolves,New Orleans Pelicans,2022-12-29T01:00:00Z,20,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12468,brook-lopez-19880401,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,29,14,7.199999999999999,1.5,12,3,-2,0,0,0,0,0,35.7
12838,javonte-green-19930723,Chicago Bulls,Milwaukee Bucks,2022-12-29T01:00:00Z,20,12,5,2.4,1.5,3,0,-2,0,0,0,0,0,9.9
12968,jordan-nwora-19980909,Milwaukee Bucks,Chicago Bulls,2022-12-29T01:00:00Z,20,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12771,dennis-schroder-19930915,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,19,15,2.4,3.0,0,0,-8,0,0,2,0,0,14.399999999999999
12879,frank-kaminsky-19930404,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12931,vit-krejci-20000619,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12302,kevin-durant-19880929,Brooklyn Nets,Atlanta Hawks,2022-12-29T00:30:00Z,20,49,26,19.2,12.0,6,0,-8,0,0,1,1,0,57.2
12986,max-christie-20030210,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12427,thomas-bryant-19970731,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,22,11,9.6,0.0,3,0,-6,0,0,0,0,0,17.6
12663,aaron-holiday-19960930,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,13,10,3.5999999999999996,4.5,0,3,-2,0,0,2,0,0,21.1
12963,jarrett-culver-19990220,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12925,seth-curry-19900823,Brooklyn Nets,Atlanta Hawks,2022-12-29T00:30:00Z,20,13,2,0.0,1.5,0,0,0,0,0,0,0,0,3.5
12998,cam-thomas-20011013,Brooklyn Nets,Atlanta Hawks,2022-12-29T00:30:00Z,20,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12386,tyler-herro-20000120,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,43,18,4.8,13.5,0,6,-2,0,0,3,0,0,43.3
12872,trent-forrest-19980612,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,11,2,2.4,3.0,0,0,0,0,0,0,0,0,7.4
12755,wenyen-gabriel-19970326,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,12,10,1.2,0.0,3,0,0,0,0,1,0,0,15.2
12390,john-collins-19970923,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,27,21,9.6,1.5,3,0,0,0,0,1,0,0,36.1
12552,caleb-martin-19950928,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,21,13,7.199999999999999,3.0,0,3,0,0,0,3,0,0,29.2
12749,aj-griffin-20030825,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,25,4,4.8,3.0,0,6,-2,0,0,0,0,0,15.8
12587,patrick-beverley-19880712,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,18,6,8.4,6.0,3,3,-2,0,0,2,0,0,26.4
12745,lonnie-walker-iv-19981214,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,22,0,2.4,1.5,0,0,-4,0,0,0,0,0,-0.10000000000000009
12743,nikola-jovic-20030609,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12894,haywood-highsmith-19961209,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
12576,max-strus-19960328,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,18,7,1.2,1.5,0,0,-2,0,0,1,0,0,8.7
12409,t-j-warren-19930905,Brooklyn Nets,Atlanta Hawks,2022-12-29T00:30:00Z,20,17,2,2.4,1.5,6,0,-2,0,0,0,0,0,9.9
12571,jalen-johnson-20011218,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,16,14,7.199999999999999,0.0,3,0,-2,0,0,1,0,0,23.2
12404,lebron-james-19841230,Los Angeles Lakers,Miami Heat,2022-12-29T00:30:00Z,20,53,27,10.799999999999999,9.0,0,0,-12,0,0,2,0,0,36.8
12778,patty-mills-19880811,Brooklyn Nets,Atlanta Hawks,2022-12-29T00:30:00Z,20,11,12,1.2,0.0,0,0,-2,0,0,3,0,0,14.2
12693,duncan-robinson-19940422,Miami Heat,Los Angeles Lakers,2022-12-29T00:30:00Z,20,12,8,1.2,0.0,0,0,0,0,0,2,0,0,11.2
12365,onyeka-okongwu-20001211,Atlanta Hawks,Brooklyn Nets,2022-12-29T00:30:00Z,20,24,18,15.6,1.5,9,0,0,0,0,0,1,0,45.1
