,player_name,team_name,against,date,gw,tenGameAverage,points,rebounds,assists,blocks,steals,turnovers,fieldGoalAttempts,freeThrowAttempts,made3PointFGs,doubleDoubles,tripleDoubles,score
26991,brandon-ingram-19970902,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,34,32,4.8,10.5,3,0,-10,0,0,2,0,0,42.3
27289,josh-richardson-19930915,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,24,10,3.5999999999999996,3.0,0,3,0,0,0,2,0,0,21.6
27510,garrett-temple-19860508,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,4,0,0.0,1.5,0,0,-2,0,0,0,0,0,-0.5
27343,devonte-graham-19950222,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,28,15,2.4,1.5,0,0,-4,0,0,3,0,0,17.9
27537,jaxson-hayes-20000523,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,15,0,1.2,0.0,0,0,0,0,0,0,0,0,1.2
27352,willy-hernangomez-19940527,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,19,7,3.5999999999999996,0.0,0,6,0,0,0,1,0,0,17.6
27270,keita-bates-diop-19960123,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,25,12,3.5999999999999996,1.5,0,0,0,0,0,2,0,0,19.1
27356,gorgui-dieng-19900118,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,6,4,4.8,1.5,0,0,0,0,0,0,0,0,10.3
27358,blake-wesley-20030316,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,14,2,0.0,4.5,0,9,-6,0,0,0,0,0,9.5
27443,dyson-daniels-20030317,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,10,1,3.5999999999999996,4.5,0,3,-2,0,0,0,0,0,10.1
27516,kira-lewis-jr-20010406,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,9,2,0.0,1.5,0,0,0,0,0,0,0,0,3.5
27440,malaki-branham-20030512,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,21,5,4.8,1.5,0,0,-2,0,0,1,0,0,10.3
27372,julian-champagnie-20010629,San Antonio Spurs,New Orleans Pelicans,2023-03-22T00:00:00Z,43,6,6,7.199999999999999,0.0,3,0,-2,0,0,2,0,0,16.2
27376,larry-nance-jr-19930101,New Orleans Pelicans,San Antonio Spurs,2023-03-22T00:00:00Z,43,19,4,6.0,3.0,0,3,0,0,0,0,0,0,16.0
27027,trae-young-19980919,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,47,30,3.5999999999999996,18.0,0,0,-6,0,0,3,1,0,49.6
27464,jared-rhoden-19990827,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,6,0,2.4,3.0,0,3,0,0,0,0,0,0,8.4
27166,john-collins-19970923,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,16,15,9.6,1.5,3,3,-2,0,0,2,0,0,32.1
27601,bruno-fernando-19980815,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27611,buddy-boeheim-19991111,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27169,saddiq-bey-19990409,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,22,14,13.2,1.5,0,0,0,0,0,2,1,0,31.7
27101,mikal-bridges-19960830,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,41,18,4.8,1.5,0,0,-4,0,0,0,0,0,20.3
27566,edmond-sumner-19951231,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27577,patty-mills-19880811,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27583,moses-brown-19991013,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27446,james-wiseman-20010331,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,28,6,6.0,0.0,0,0,-2,0,0,0,0,0,10.0
27591,trent-forrest-19980612,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,10,0,0.0,0.0,0,0,-2,0,0,0,0,0,-2.0
27466,garrison-mathews-19961024,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,6,2,4.8,1.5,0,0,0,0,0,0,0,0,8.3
27618,danny-green-19870622,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27552,cam-thomas-20011013,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27143,nic-claxton-19990417,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,35,13,9.6,4.5,3,3,-4,0,0,0,0,0,29.1
27156,caris-levert-19940825,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,27,18,2.4,6.0,0,6,-2,0,0,3,0,0,33.4
27548,robin-lopez-19880401,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27071,clint-capela-19940518,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,29,12,19.2,0.0,6,6,0,0,0,0,1,0,44.2
27074,donovan-mitchell-19960907,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,44,31,6.0,4.5,0,0,-6,0,0,5,0,0,40.5
27498,vit-krejci-20000619,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,1,4,1.2,0.0,0,0,0,0,0,0,0,0,5.2
27076,dayron-sharpe-20011106,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,11,20,13.2,0.0,6,6,-4,0,0,1,1,0,43.2
27134,jarrett-allen-19980421,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,32,12,16.8,1.5,6,0,-2,0,0,0,1,0,35.3
27496,lamar-stevens-19970709,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,16,0,1.2,0.0,0,0,0,0,0,0,0,0,1.2
27534,seth-curry-19900823,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,14,0,0.0,1.5,0,0,0,0,0,0,0,0,1.5
27604,isaiah-livers-19980728,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27606,mamadi-diakite-19970121,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27023,spencer-dinwiddie-19930406,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,41,19,6.0,16.5,0,0,-4,0,0,1,1,0,39.5
27561,dean-wade-19961120,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27190,onyeka-okongwu-20001211,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,23,7,9.6,1.5,9,3,0,0,0,0,0,0,30.1
27426,r-j-hampton-20010207,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,13,9,0.0,1.5,0,3,-4,0,0,2,0,0,11.5
27204,cameron-johnson-19960303,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,32,16,3.5999999999999996,6.0,0,3,-2,0,0,2,0,0,28.6
27207,killian-hayes-20010727,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,26,21,2.4,9.0,0,0,-6,0,0,2,0,0,28.4
27211,cedi-osman-19950408,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,14,12,4.8,4.5,3,0,0,0,0,4,0,0,28.3
27222,deandre-hunter-19971202,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,22,12,7.199999999999999,3.0,0,3,0,0,0,2,0,0,27.2
27398,aj-griffin-20030825,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,8,11,2.4,1.5,0,0,-2,0,0,1,0,0,13.9
27395,yuta-watanabe-19941013,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,9,0,4.8,1.5,0,3,-2,0,0,0,0,0,7.300000000000001
27393,eugene-omoruyi-19970214,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,15,4,10.799999999999999,1.5,0,0,-2,0,0,0,0,0,14.299999999999997
27248,royce-oneale-19930605,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,24,12,9.6,3.0,6,0,-8,0,0,2,0,0,24.6
27253,bogdan-bogdanovic-19920818,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,22,18,1.2,4.5,0,0,-4,0,0,4,0,0,23.7
27255,joe-harris-19910906,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,8,6,4.8,3.0,0,0,0,0,0,2,0,0,15.8
26996,marvin-bagley-iii-19990314,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,25,31,9.6,1.5,6,9,0,0,0,4,0,0,61.1
27361,isaac-okoro-20010126,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,17,0,3.5999999999999996,3.0,0,3,0,0,0,0,0,0,9.6
27644,jalen-duren-20031118,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27282,cory-joseph-19910820,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,23,12,1.2,6.0,0,3,-2,0,0,2,0,0,22.2
27332,rodney-mcgruder-19910729,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,19,7,4.8,0.0,0,6,0,0,0,1,0,0,18.8
27653,raul-neto-19920519,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
26988,evan-mobley-20010618,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,37,17,4.8,4.5,0,3,-6,0,0,1,0,0,24.3
27202,aaron-holiday-19960930,Atlanta Hawks,Detroit Pistons,2023-03-21T23:30:00Z,43,3,4,1.2,6.0,0,0,-2,0,0,0,0,0,9.2
27173,darius-garland-20000126,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,39,17,1.2,9.0,0,3,-10,0,0,1,0,0,21.2
27198,jaden-ivey-20020213,Detroit Pistons,Atlanta Hawks,2023-03-21T23:30:00Z,43,28,17,4.8,7.5,0,0,-2,0,0,2,0,0,29.3
27434,ricky-rubio-19901021,Cleveland Cavaliers,Brooklyn Nets,2023-03-21T23:30:00Z,43,14,8,0.0,1.5,0,3,-2,0,0,0,0,0,10.5
27428,dorian-finney-smith-19930504,Brooklyn Nets,Cleveland Cavaliers,2023-03-21T23:30:00Z,43,20,5,2.4,0.0,0,3,-4,0,0,1,0,0,7.4
27402,johnny-davis-20020227,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,4,2,0.0,1.5,0,0,0,0,0,0,0,0,3.5
27508,taj-gibson-19850624,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27342,moritz-wagner-19970426,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,20,15,3.5999999999999996,0.0,0,0,-2,0,0,1,0,0,17.6
27445,kendrick-nunn-19950803,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,6,3,0.0,0.0,0,6,0,0,0,1,0,0,10.0
27279,daniel-gafford-19981001,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,23,12,3.5999999999999996,0.0,6,3,-2,0,0,0,0,0,22.6
27493,kevon-harris-19970624,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,7,0,2.4,0.0,3,0,0,0,0,0,0,0,5.4
27616,admiral-schofield-19970330,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27087,gary-harris-19940914,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,17,22,2.4,0.0,6,6,0,0,0,6,0,0,42.4
27482,anthony-gill-19921017,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,7,2,0.0,0.0,0,0,0,0,0,0,0,0,2.0
27091,paolo-banchero-20021112,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,35,18,10.799999999999999,12.0,0,3,-4,0,0,0,0,0,39.8
27364,corey-kispert-19990303,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,20,9,4.8,4.5,0,0,-4,0,0,1,0,0,15.3
27180,wendell-carter-jr-19990416,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,32,14,10.799999999999999,3.0,3,0,-2,0,0,2,0,0,30.799999999999997
27641,chuma-okeke-19980818,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27451,goga-bitadze-19990720,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27636,michael-carter-williams-19911010,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27610,bol-bol-19991116,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27338,jordan-goodwin-19981023,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,9,7,3.5999999999999996,4.5,0,3,0,0,0,0,0,0,18.1
27146,cole-anthony-20000515,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,25,16,8.4,7.5,0,3,-8,0,0,1,0,0,27.9
27544,xavier-cooks-19950819,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27209,monte-morris-19950627,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,22,14,2.4,12.0,0,0,-2,0,0,2,0,0,28.4
27321,delon-wright-19920426,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,27,2,0.0,3.0,0,0,-4,0,0,0,0,0,1.0
27325,caleb-houstan-20030109,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,6,0,1.2,1.5,0,0,0,0,0,0,0,0,2.7
27171,markelle-fultz-19980529,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,32,17,6.0,7.5,3,6,-8,0,0,0,0,0,31.5
27025,kristaps-porzingis-19950802,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,43,30,7.199999999999999,4.5,6,3,-4,0,0,3,0,0,49.7
27154,deni-avdija-20010103,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,16,15,12.0,4.5,0,6,-8,0,0,3,1,0,33.5
27206,bradley-beal-19930628,Washington Wizards,Orlando Magic,2023-03-21T23:00:00Z,43,42,16,6.0,10.5,0,0,-4,0,0,0,0,0,28.5
27152,franz-wagner-20010827,Orlando Magic,Washington Wizards,2023-03-21T23:00:00Z,43,28,20,4.8,9.0,0,3,-6,0,0,2,0,0,32.8
27084,domantas-sabonis-19960503,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,49,11,14.399999999999999,13.5,0,3,-2,0,0,0,1,0,40.9
27064,ochai-agbaji-20000420,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,20,27,6.0,4.5,3,0,-2,0,0,6,0,0,44.5
27060,kelly-olynyk-19910419,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,27,19,12.0,12.0,0,3,-6,0,0,4,1,0,45.0
27069,kris-dunn-19940318,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,27,18,2.4,15.0,3,3,0,0,0,2,1,0,44.4
27350,rudy-gay-19860817,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,13,11,3.5999999999999996,3.0,0,0,0,0,0,0,0,0,17.6
27082,keegan-murray-20000819,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,23,22,7.199999999999999,1.5,3,3,0,0,0,6,0,0,42.7
27266,talen-horton-tucker-20001125,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,29,10,7.199999999999999,6.0,0,0,-8,0,0,0,0,0,15.2
27463,trey-lyles-19951105,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,23,3,3.5999999999999996,3.0,0,0,-2,0,0,1,0,0,8.6
27298,terence-davis-19970516,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,7,1,0.0,0.0,0,0,-2,0,0,0,0,0,-1.0
27539,damian-jones-19950630,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27575,alex-len-19930616,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27319,simone-fontecchio-19951209,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,16,12,1.2,4.5,0,0,-2,0,0,4,0,0,19.7
27340,kessler-edwards-20000809,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,8,6,1.2,3.0,3,0,-2,0,0,0,0,0,11.2
27313,davion-mitchell-19980905,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,10,2,4.8,3.0,0,0,0,0,0,0,0,0,9.8
27638,micah-potter-19980406,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27524,pj-dozier-19961025,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27500,matthew-dellavedova-19900908,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27213,harrison-barnes-19920530,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,26,16,7.199999999999999,3.0,0,0,0,0,0,2,0,0,28.2
27475,johnny-juzang-20010317,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,8,4,3.5999999999999996,0.0,0,0,0,0,0,0,0,0,7.6
27504,juan-toscano-anderson-19930410,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,7,4,2.4,0.0,0,0,-2,0,0,0,0,0,4.4
27130,walker-kessler-20010726,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,36,10,9.6,3.0,15,0,-2,0,0,0,0,0,35.6
27001,deaaron-fox-19971220,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,47,37,4.8,10.5,0,3,-2,0,0,6,0,0,59.3
27489,richaun-holmes-19931015,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27224,malik-monk-19980204,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,22,15,3.5999999999999996,4.5,0,3,-2,0,0,3,0,0,27.1
27216,udoka-azubuike-19990917,Utah Jazz,Sacramento Kings,2023-03-21T01:00:00Z,43,6,13,9.6,1.5,3,3,-2,0,0,0,0,0,28.1
27480,keon-ellis-20000108,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,4,3,0.0,0.0,0,3,0,0,0,1,0,0,7.0
27417,chimezie-metu-19970322,Sacramento Kings,Utah Jazz,2023-03-21T01:00:00Z,43,10,4,4.8,0.0,3,0,0,0,0,0,0,0,11.8
27405,kenneth-lofton-jr-20020814,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27078,jalen-green-20020209,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,30,20,3.5999999999999996,3.0,3,3,-10,0,0,3,0,0,25.6
27110,kyrie-irving-19920323,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,48,28,4.8,0.0,6,3,-4,0,0,2,0,0,39.8
27284,david-roddy-20010327,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,14,4,7.199999999999999,1.5,0,0,-2,0,0,0,0,0,10.7
27388,usman-garuba-20020309,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,10,7,3.5999999999999996,0.0,0,0,0,0,0,1,0,0,11.6
27468,davis-bertans-19921112,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,10,3,1.2,3.0,0,0,0,0,0,1,0,0,8.2
27347,john-konchar-19960322,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,12,3,8.4,1.5,3,3,-2,0,0,1,0,0,17.9
27571,kennedy-chandler-20020916,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27050,kj-martin-jr-20010106,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,26,13,3.5999999999999996,1.5,0,6,0,0,0,0,0,0,24.1
27645,tyty-washington-20011115,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27163,christian-wood-19950927,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,25,20,10.799999999999999,9.0,0,0,-8,0,0,1,0,0,32.8
27294,donte-divincenzo-19970131,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,29,5,3.5999999999999996,3.0,0,9,-6,0,0,1,0,0,15.600000000000001
27648,javale-mcgee-19880119,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27052,klay-thompson-19900208,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,37,29,8.4,1.5,3,3,-4,0,0,5,0,0,45.9
27304,luke-kennard-19960624,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,16,10,4.8,1.5,0,0,0,0,0,2,0,0,18.3
27550,jake-laravia-20011103,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,3,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27185,kevon-looney-19960206,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,25,11,12.0,3.0,0,3,-4,0,0,0,1,0,26.0
27554,boban-marjanovic-19880815,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27062,santi-aldama-20010110,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,17,22,16.8,3.0,0,0,0,0,0,2,1,0,44.8
27159,jonathan-kuminga-20021006,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,22,17,3.5999999999999996,6.0,3,0,-4,0,0,1,0,0,26.6
27400,frank-ntilikina-19980728,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,5,8,2.4,1.5,0,0,0,0,0,2,0,0,13.9
27323,maxi-kleber-19920129,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,17,2,9.6,6.0,3,3,-4,0,0,0,0,0,19.6
27107,desmond-bane-19980625,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,35,17,7.199999999999999,3.0,0,3,-12,0,0,1,0,0,19.2
27453,moses-moody-20020531,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,6,3,2.4,0.0,0,3,0,0,0,1,0,0,9.4
27241,reggie-bullock-19910316,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,20,7,3.5999999999999996,4.5,0,0,0,0,0,1,0,0,16.1
27384,jamychal-green-19900621,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,15,4,4.8,3.0,0,3,0,0,0,0,0,0,14.8
27243,dillon-brooks-19960122,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,22,9,4.8,7.5,0,3,0,0,0,1,0,0,25.3
27595,theo-pinson-19951105,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27425,tim-hardaway-jr-19920316,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,28,2,3.5999999999999996,0.0,0,6,0,0,0,0,0,0,11.6
27311,anthony-lamb-19980120,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,14,9,3.5999999999999996,0.0,3,3,-2,0,0,3,0,0,19.6
27378,dwight-powell-19910720,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,18,6,1.2,1.5,3,0,-2,0,0,0,0,0,9.7
27178,tyus-jones-19960510,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,29,16,2.4,9.0,0,3,-2,0,0,2,0,0,30.4
27309,josh-christopher-20011208,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,12,10,3.5999999999999996,1.5,0,9,-4,0,0,0,0,0,20.1
27037,tari-eason-20010510,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,26,21,14.399999999999999,1.5,0,12,-4,0,0,1,1,0,46.9
27251,josh-green-20001116,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,19,12,3.5999999999999996,1.5,0,0,-4,0,0,0,0,0,13.100000000000001
27018,stephen-curry-19880314,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,49,30,8.4,7.5,3,6,-8,0,0,5,0,0,51.9
27010,jaren-jackson-jr-19990915,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,33,28,4.8,1.5,3,0,0,0,0,1,0,0,38.3
27608,ryan-rollins-20020703,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
27526,daishen-nix-20020213,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,16,3,1.2,3.0,0,0,-6,0,0,1,0,0,2.2
27044,jaden-hardy-20030705,Dallas Mavericks,Memphis Grizzlies,2023-03-21T00:00:00Z,43,18,20,3.5999999999999996,6.0,0,3,-2,0,0,4,0,0,34.6
27424,xavier-tillman-sr-19990112,Memphis Grizzlies,Dallas Mavericks,2023-03-21T00:00:00Z,43,28,3,3.5999999999999996,3.0,3,3,-4,0,0,0,0,0,11.6
27093,kevin-porter-jr-20000504,Houston Rockets,Golden State Warriors,2023-03-21T00:00:00Z,43,33,17,6.0,7.5,0,9,-10,0,0,3,0,0,32.5
27042,draymond-green-19900304,Golden State Warriors,Houston Rockets,2023-03-21T00:00:00Z,43,28,8,8.4,10.5,3,3,-4,0,0,0,0,0,28.9
